"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2676","Verify default quantity for non-numeric quantity","","Sun Jan 11 20:09:09 UTC 2026","passed","Sun Jan 11 20:09:12 UTC 2026","","Image Management API","Verify default quantity for non-numeric quantity",""
"","1028","Get addresses with various quantities","","Sun Jan 11 20:07:58 UTC 2026","passed","Sun Jan 11 20:07:59 UTC 2026","","Address Management API","Get addresses with various quantities",""
"","1566","Invalid endpoint returns 404","","Sun Jan 11 20:08:40 UTC 2026","passed","Sun Jan 11 20:08:42 UTC 2026","","Company Management API","Invalid endpoint returns 404",""
"","982","Invalid endpoint returns 404","","Sun Jan 11 20:10:16 UTC 2026","passed","Sun Jan 11 20:10:17 UTC 2026","","Product Management API","Invalid endpoint returns 404",""
"","1462","Invalid endpoint returns 404","","Sun Jan 11 20:09:51 UTC 2026","passed","Sun Jan 11 20:09:52 UTC 2026","","Place Management API","Invalid endpoint returns 404",""
"","1438","Verify API accepts any gender value","","Sun Jan 11 20:09:34 UTC 2026","passed","Sun Jan 11 20:09:35 UTC 2026","","Person Management API","Verify API accepts any gender value",""
"","2368","Get companies with various quantities","","Sun Jan 11 20:08:28 UTC 2026","passed","Sun Jan 11 20:08:30 UTC 2026","","Company Management API","Get companies with various quantities",""
"","3609","Verify all products have required fields","","Sun Jan 11 20:10:02 UTC 2026","passed","Sun Jan 11 20:10:06 UTC 2026","","Product Management API","Verify all products have required fields",""
"","1177","Get places with various quantities","","Sun Jan 11 20:09:37 UTC 2026","passed","Sun Jan 11 20:09:38 UTC 2026","","Place Management API","Get places with various quantities",""
"","1221","Invalid endpoint returns 404","","Sun Jan 11 20:08:20 UTC 2026","passed","Sun Jan 11 20:08:22 UTC 2026","","Book Management API","Invalid endpoint returns 404",""
"","2386","Invalid endpoint returns 404","","Sun Jan 11 20:09:12 UTC 2026","passed","Sun Jan 11 20:09:14 UTC 2026","","Image Management API","Invalid endpoint returns 404",""
"","1326","Get images with various quantities","","Sun Jan 11 20:08:58 UTC 2026","passed","Sun Jan 11 20:08:59 UTC 2026","","Image Management API","Get images with various quantities",""
"","1145","Verify default quantity returned for invalid quantity","","Sun Jan 11 20:08:19 UTC 2026","passed","Sun Jan 11 20:08:20 UTC 2026","","Book Management API","Verify default quantity returned for invalid quantity",""
"","1118","Invalid endpoint returns 404","","Sun Jan 11 20:11:03 UTC 2026","passed","Sun Jan 11 20:11:04 UTC 2026","","User Management API","Invalid endpoint returns 404",""
"","2310","Verify all places have valid coordinates","","Sun Jan 11 20:09:44 UTC 2026","passed","Sun Jan 11 20:09:46 UTC 2026","","Place Management API","Verify all places have valid coordinates",""
"","2792","Get persons with birthday range","","Sun Jan 11 20:09:19 UTC 2026","passed","Sun Jan 11 20:09:22 UTC 2026","","Person Management API","Get persons with birthday range",""
"","5574","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:34 UTC 2026","passed","Sun Jan 11 20:08:39 UTC 2026","","Company Management API","Verify maximum quantity limit is capped at 1000",""
"","1244","Get users with various locales","","Sun Jan 11 20:10:50 UTC 2026","passed","Sun Jan 11 20:10:51 UTC 2026","","User Management API","Get users with various locales",""
"","2515","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:09:46 UTC 2026","passed","Sun Jan 11 20:09:49 UTC 2026","","Place Management API","Verify maximum quantity limit is capped at 1000",""
"","1485","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:01 UTC 2026","passed","Sun Jan 11 20:08:02 UTC 2026","","Address Management API","Verify maximum quantity limit is capped at 1000",""
"","3586","Get users with various quantities","","Sun Jan 11 20:10:39 UTC 2026","passed","Sun Jan 11 20:10:43 UTC 2026","","User Management API","Get users with various quantities",""
"","1087","Get images with default quantity","","Sun Jan 11 20:08:57 UTC 2026","passed","Sun Jan 11 20:08:58 UTC 2026","","Image Management API","Get images with default quantity",""
"","3486","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:09:30 UTC 2026","passed","Sun Jan 11 20:09:34 UTC 2026","","Person Management API","Verify maximum quantity limit is capped at 1000",""
"","1489","Verify all credit cards have required fields","","Sun Jan 11 20:08:51 UTC 2026","passed","Sun Jan 11 20:08:52 UTC 2026","","Credit Card Management API","Verify all credit cards have required fields",""
"","1664","Get products with various quantities","","Sun Jan 11 20:09:53 UTC 2026","passed","Sun Jan 11 20:09:55 UTC 2026","","Product Management API","Get products with various quantities",""
"","2609","Get users with various locales","","Sun Jan 11 20:10:43 UTC 2026","passed","Sun Jan 11 20:10:46 UTC 2026","","User Management API","Get users with various locales",""
"","1462","Verify all persons have required fields","","Sun Jan 11 20:09:29 UTC 2026","passed","Sun Jan 11 20:09:30 UTC 2026","","Person Management API","Verify all persons have required fields",""
"","1240","Verify text data structure and required fields","","Sun Jan 11 20:10:26 UTC 2026","passed","Sun Jan 11 20:10:27 UTC 2026","","Text Content Management API","Verify text data structure and required fields",""
"","2141","Get texts with various quantities","","Sun Jan 11 20:10:20 UTC 2026","passed","Sun Jan 11 20:10:22 UTC 2026","","Text Content Management API","Get texts with various quantities",""
"","2916","Get companies with various quantities","","Sun Jan 11 20:08:23 UTC 2026","passed","Sun Jan 11 20:08:26 UTC 2026","","Company Management API","Get companies with various quantities",""
"","1528","Verify user data structure","","Sun Jan 11 20:10:55 UTC 2026","passed","Sun Jan 11 20:10:56 UTC 2026","","User Management API","Verify user data structure",""
"","984","Invalid endpoint returns 404","","Sun Jan 11 20:08:56 UTC 2026","passed","Sun Jan 11 20:08:57 UTC 2026","","Credit Card Management API","Invalid endpoint returns 404",""
"","5442","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:14 UTC 2026","passed","Sun Jan 11 20:08:19 UTC 2026","","Book Management API","Verify maximum quantity limit is capped at 1000",""
"","1075","Invalid endpoint returns 404","","Sun Jan 11 20:10:35 UTC 2026","passed","Sun Jan 11 20:10:36 UTC 2026","","Text Content Management API","Invalid endpoint returns 404",""
"","1317","Invalid endpoint returns 404","","Sun Jan 11 20:08:04 UTC 2026","passed","Sun Jan 11 20:08:05 UTC 2026","","Address Management API","Invalid endpoint returns 404",""
"","1507","Get products with various quantities","","Sun Jan 11 20:09:55 UTC 2026","passed","Sun Jan 11 20:09:57 UTC 2026","","Product Management API","Get products with various quantities",""
"","902","Invalid endpoint returns 404","","Sun Jan 11 20:09:35 UTC 2026","passed","Sun Jan 11 20:09:36 UTC 2026","","Person Management API","Invalid endpoint returns 404",""
"","2053","Get persons by gender","","Sun Jan 11 20:09:15 UTC 2026","passed","Sun Jan 11 20:09:18 UTC 2026","","Person Management API","Get persons by gender",""
"","1193","Verify all addresses have required fields and coordinates","","Sun Jan 11 20:08:00 UTC 2026","passed","Sun Jan 11 20:08:01 UTC 2026","","Address Management API","Verify all addresses have required fields and coordinates",""
"","1401","Get books with various quantities","","Sun Jan 11 20:08:09 UTC 2026","passed","Sun Jan 11 20:08:10 UTC 2026","","Book Management API","Get books with various quantities",""
"","1134","Get persons with birthday boundary","","Sun Jan 11 20:09:28 UTC 2026","passed","Sun Jan 11 20:09:29 UTC 2026","","Person Management API","Get persons with birthday boundary",""
"","1981","Verify maximum quantity limit is capped at 1000","","Sun Jan 11 20:08:52 UTC 2026","passed","Sun Jan 11 20:08:54 UTC 2026","","Credit Card Management API","Verify maximum quantity limit is capped at 1000",""
"","1560","Verify all persons have valid data formats","","Sun Jan 11 20:09:24 UTC 2026","passed","Sun Jan 11 20:09:26 UTC 2026","","Person Management API","Verify all persons have valid data formats",""
"","906","Get books with various quantities","","Sun Jan 11 20:08:07 UTC 2026","passed","Sun Jan 11 20:08:08 UTC 2026","","Book Management API","Get books with various quantities",""
"","1719","Verify default quantity for negative quantity","","Sun Jan 11 20:08:54 UTC 2026","passed","Sun Jan 11 20:08:56 UTC 2026","","Credit Card Management API","Verify default quantity for negative quantity",""
"","1638","Get persons by gender","","Sun Jan 11 20:09:18 UTC 2026","passed","Sun Jan 11 20:09:19 UTC 2026","","Person Management API","Get persons by gender",""
"","1681","Get images with various quantities","","Sun Jan 11 20:09:01 UTC 2026","passed","Sun Jan 11 20:09:03 UTC 2026","","Image Management API","Get images with various quantities",""
"","1855","Verify image data structure and required fields","","Sun Jan 11 20:09:03 UTC 2026","passed","Sun Jan 11 20:09:05 UTC 2026","","Image Management API","Verify image data structure and required fields",""
